aligned_dna_short_read_id,experiment_dna_short_read_id,aligned_dna_short_read_file,aligned_dna_short_read_index_file,md_5_sum,reference_assembly,alignment_software,mean_coverage,analysis_details,reference_assembly_details,reference_assembly_uri,quality_issues
PMGRC-436-434-1_LS4073373_SQ6115_1,PMGRC-436-434-1_LS4073373_SQ6115,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-436-434-1_LS4073373_SQ6115.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-436-434-1_LS4073373_SQ6115.crai,,GRCh38,bwa 0.7.17,40.3,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-437-437-0_LS4073379_SQ6121_1,PMGRC-437-437-0_LS4073379_SQ6121,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-437-437-0_LS4073379_SQ6121.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-437-437-0_LS4073379_SQ6121.crai,,GRCh38,bwa 0.7.17,38,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-438-437-1_LS4073402_SQ6075_1,PMGRC-438-437-1_LS4073402_SQ6075,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-438-437-1_LS4073402_SQ6075.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-438-437-1_LS4073402_SQ6075.crai,,GRCh38,bwa 0.7.17,46.1,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-439-437-2_LS4073380_SQ6122_1,PMGRC-439-437-2_LS4073380_SQ6122,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-439-437-2_LS4073380_SQ6122.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-439-437-2_LS4073380_SQ6122.crai,,GRCh38,bwa 0.7.17,32.1,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-44-43-2_LS3516182_SQ6068_1,PMGRC-44-43-2_LS3516182_SQ6068,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-44-43-2_LS3516182_SQ6068.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-44-43-2_LS3516182_SQ6068.crai,,GRCh38,bwa 0.7.17,48.6,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-440-440-0_LS4073382_SQ6124_1,PMGRC-440-440-0_LS4073382_SQ6124,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-440-440-0_LS4073382_SQ6124.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-440-440-0_LS4073382_SQ6124.crai,,GRCh38,bwa 0.7.17,36.7,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-441-440-2_LS4073370_SQ6112_1,PMGRC-441-440-2_LS4073370_SQ6112,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-441-440-2_LS4073370_SQ6112.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-441-440-2_LS4073370_SQ6112.crai,,GRCh38,bwa 0.7.17,28.3,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-442-440-1_LS4073401_SQ6074_1,PMGRC-442-440-1_LS4073401_SQ6074,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-442-440-1_LS4073401_SQ6074.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-442-440-1_LS4073401_SQ6074.crai,,GRCh38,bwa 0.7.17,41.5,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-443-443-0_LS4073378_SQ6120_1,PMGRC-443-443-0_LS4073378_SQ6120,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-443-443-0_LS4073378_SQ6120.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-443-443-0_LS4073378_SQ6120.crai,,GRCh38,bwa 0.7.17,30.3,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-444-443-2_LS4073400_SQ6073_1,PMGRC-444-443-2_LS4073400_SQ6073,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-444-443-2_LS4073400_SQ6073.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-444-443-2_LS4073400_SQ6073.crai,,GRCh38,bwa 0.7.17,44.5,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-445-445-0_LS4073377_SQ6119_1,PMGRC-445-445-0_LS4073377_SQ6119,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-445-445-0_LS4073377_SQ6119.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-445-445-0_LS4073377_SQ6119.crai,,GRCh38,bwa 0.7.17,36.9,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-446-446-0_LS4268832_SQ6072_1,PMGRC-446-446-0_LS4268832_SQ6072,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-446-446-0_LS4268832_SQ6072.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-446-446-0_LS4268832_SQ6072.crai,,GRCh38,bwa 0.7.17,26.4,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-447-446-2_LS4073369_SQ6111_1,PMGRC-447-446-2_LS4073369_SQ6111,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-447-446-2_LS4073369_SQ6111.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-447-446-2_LS4073369_SQ6111.crai,,GRCh38,bwa 0.7.17,45,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-448-446-1_LS4073389_SQ6129_1,PMGRC-448-446-1_LS4073389_SQ6129,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-448-446-1_LS4073389_SQ6129.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-448-446-1_LS4073389_SQ6129.crai,,GRCh38,bwa 0.7.17,44.6,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-449-445-2_LS4073365_SQ6061_1,PMGRC-449-445-2_LS4073365_SQ6061,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-449-445-2_LS4073365_SQ6061.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-449-445-2_LS4073365_SQ6061.crai,,GRCh38,bwa 0.7.17,32.7,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-45-43-1_LS3516184_SQ6070_1,PMGRC-45-43-1_LS3516184_SQ6070,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-45-43-1_LS3516184_SQ6070.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-45-43-1_LS3516184_SQ6070.crai,,GRCh38,bwa 0.7.17,40.9,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-450-445-1_LS4073375_SQ6117_1,PMGRC-450-445-1_LS4073375_SQ6117,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-450-445-1_LS4073375_SQ6117.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-450-445-1_LS4073375_SQ6117.crai,,GRCh38,bwa 0.7.17,31.8,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-451-451-0_LS4073393_SQ6066_1,PMGRC-451-451-0_LS4073393_SQ6066,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-451-451-0_LS4073393_SQ6066.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-451-451-0_LS4073393_SQ6066.crai,,GRCh38,bwa 0.7.17,43.7,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-452-451-2_LS4073371_SQ6113_1,PMGRC-452-451-2_LS4073371_SQ6113,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-452-451-2_LS4073371_SQ6113.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-452-451-2_LS4073371_SQ6113.crai,,GRCh38,bwa 0.7.17,39.2,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-453-451-1_LS4073381_SQ6123_1,PMGRC-453-451-1_LS4073381_SQ6123,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-453-451-1_LS4073381_SQ6123.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-453-451-1_LS4073381_SQ6123.crai,,GRCh38,bwa 0.7.17,29.8,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-454-454-0_LS4268853_SQ6076_1,PMGRC-454-454-0_LS4268853_SQ6076,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-454-454-0_LS4268853_SQ6076.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-454-454-0_LS4268853_SQ6076.crai,,GRCh38,bwa 0.7.17,29.3,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-455-454-2_LS4073388_SQ6093_1,PMGRC-455-454-2_LS4073388_SQ6093,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-455-454-2_LS4073388_SQ6093.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-455-454-2_LS4073388_SQ6093.crai,,GRCh38,bwa 0.7.17,37.6,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-459-459-0_LS4268785_SQ6089_1,PMGRC-459-459-0_LS4268785_SQ6089,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-459-459-0_LS4268785_SQ6089.cram,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-459-459-0_LS4268785_SQ6089.crai,6ed8c317f364bd156fa724d32aeaed85,GRCh38,bwa 0.7.17,34.5,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-46-46-0_LS3516223_SQ6109_1,PMGRC-46-46-0_LS3516223_SQ6109,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-46-46-0_LS3516223_SQ6109.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-46-46-0_LS3516223_SQ6109.crai,,GRCh38,bwa 0.7.17,60.2,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-460-459-2_LS4268787_SQ6091_1,PMGRC-460-459-2_LS4268787_SQ6091,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-460-459-2_LS4268787_SQ6091.cram,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-460-459-2_LS4268787_SQ6091.crai,d1a0a5437d616715e0b0177cc45ee557,GRCh38,bwa 0.7.17,54.2,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-461-459-1_LS4268786_SQ6090_1,PMGRC-461-459-1_LS4268786_SQ6090,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-461-459-1_LS4268786_SQ6090.cram,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-461-459-1_LS4268786_SQ6090.crai,98f927bd701576891910d627c03eb5af,GRCh38,bwa 0.7.17,51.7,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-462-462-0_LS4073405_SQ6096_1,PMGRC-462-462-0_LS4073405_SQ6096,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-462-462-0_LS4073405_SQ6096.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-462-462-0_LS4073405_SQ6096.crai,,GRCh38,bwa 0.7.17,54.4,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-463-462-1_LS4268833_SQ6073_1,PMGRC-463-462-1_LS4268833_SQ6073,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-463-462-1_LS4268833_SQ6073.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-463-462-1_LS4268833_SQ6073.crai,,GRCh38,bwa 0.7.17,32.3,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-464-462-2_LS4268854_SQ6077_1,PMGRC-464-462-2_LS4268854_SQ6077,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-464-462-2_LS4268854_SQ6077.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-464-462-2_LS4268854_SQ6077.crai,,GRCh38,bwa 0.7.17,33.1,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-465-466-2_LS4073407_SQ6061_1,PMGRC-465-466-2_LS4073407_SQ6061,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-465-466-2_LS4073407_SQ6061.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-465-466-2_LS4073407_SQ6061.crai,,GRCh38,bwa 0.7.17,20.8,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-467-467-0_LS4268842_SQ6100_1,PMGRC-467-467-0_LS4268842_SQ6100,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-467-467-0_LS4268842_SQ6100.cram,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-467-467-0_LS4268842_SQ6100.crai,c67aa3088826fc932632aec13915b903,GRCh38,bwa 0.7.17,47.1,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-468-467-2_LS4268845_SQ6121_1,PMGRC-468-467-2_LS4268845_SQ6121,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-468-467-2_LS4268845_SQ6121.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-468-467-2_LS4268845_SQ6121.crai,,GRCh38,bwa 0.7.17,60.1,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-469-466-1_LS4073406_SQ6097_1,PMGRC-469-466-1_LS4073406_SQ6097,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-469-466-1_LS4073406_SQ6097.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-469-466-1_LS4073406_SQ6097.crai,,GRCh38,bwa 0.7.17,71.6,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-47-46-2_LS3516222_SQ6130_1,PMGRC-47-46-2_LS3516222_SQ6130,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-47-46-2_LS3516222_SQ6130.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-47-46-2_LS3516222_SQ6130.crai,,GRCh38,bwa 0.7.17,38.5,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-470-467-1_LS4268841_SQ6099_1,PMGRC-470-467-1_LS4268841_SQ6099,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-470-467-1_LS4268841_SQ6099.cram,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-470-467-1_LS4268841_SQ6099.crai,ea14d7f13ca0525cbecf7a5c0b9d4dd6,GRCh38,bwa 0.7.17,61.8,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-472-472-0_LS4698957_SQ6100_1,PMGRC-472-472-0_LS4698957_SQ6100,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-472-472-0_LS4698957_SQ6100.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-472-472-0_LS4698957_SQ6100.crai,284cd47b0bbfbcba7bcde136ad7ab78c,GRCh38,bwa 0.7.17,44.7,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-473-472-2_LS4698958_SQ6101_1,PMGRC-473-472-2_LS4698958_SQ6101,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-473-472-2_LS4698958_SQ6101.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-473-472-2_LS4698958_SQ6101.crai,b402f587a686173d94ac9a70251b37e8,GRCh38,bwa 0.7.17,60.9,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-476-477-1_LS4743007_SQ6117_1,PMGRC-476-477-1_LS4743007_SQ6117,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-476-477-1_LS4743007_SQ6117.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-476-477-1_LS4743007_SQ6117.crai,a11a085cfea0de28ebaa516301721a6d,GRCh38,bwa 0.7.17,47.4,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-477-477-0_LS4268851_SQ6061_1,PMGRC-477-477-0_LS4268851_SQ6061,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-477-477-0_LS4268851_SQ6061.cram,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-477-477-0_LS4268851_SQ6061.crai,9b3f416c09d893337c38099b4be468e1,GRCh38,bwa 0.7.17,39.7,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-478-478-0_LS4073422_SQ6076_1,PMGRC-478-478-0_LS4073422_SQ6076,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-478-478-0_LS4073422_SQ6076.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-478-478-0_LS4073422_SQ6076.crai,,GRCh38,bwa 0.7.17,52.1,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-479-478-2_LS4073423_SQ6077_1,PMGRC-479-478-2_LS4073423_SQ6077,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-479-478-2_LS4073423_SQ6077.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-479-478-2_LS4073423_SQ6077.crai,,GRCh38,bwa 0.7.17,52.9,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-48-48-0_LS3516203_SQ6041_1,PMGRC-48-48-0_LS3516203_SQ6041,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-48-48-0_LS3516203_SQ6041.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-48-48-0_LS3516203_SQ6041.crai,,GRCh38,bwa 0.7.17,37.4,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
